text,cluster
Emissions trading (also known as cap and trade) is a market-based approach to controlling pollution by providing economic incentives for achieving reductions in the emissions of pollutants.,-1
"While there has been a mean rise of a little more than 3mm per year worldwide since the 1990s, in the last decade, the NOAA Virginia Key tide gauge just south of Miami Beach has measured a 9mm rise annually.”",-1
"On average, a quarter of its annual rainfall is contributed from tropical cyclones, which are more prevalent during periods of La Niña than El Niño.",-1
"Their ultimate extinction coincides with Heinrich event 4, a period of intense cold and dry climate causing their preferred forest landscape to give way to steppeland, and future Heinrich events are also associated with massive cultural turnovers where European human populations collapsed.",-1
Every $1 invested by the United States in GMI leverages approximately $6 in investments from other stakeholders..,-1
In the past 3-4 years Arctic sea ice has been below the average for the last 30 years.".,-1
"That rate would cause a sea levels rise of just under 32 cm (12 inches)by the year 2100, not the 100 cm that is currently being advocated.. Antarctica: Something like 80-85% of the worlds ice is in Antarctica.",174
"Based on national rates of 8% of over age 12 being users, about 500,000 of those are illegal drug users.",101
"""The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive"" (Tweet).",170
"In fact, German CO2 emissions have been rising for two years in a row as coal is experiencing a renaissance.",-1
"Accordingly, even though there were approximately half as many wildfires in 2013 as in 1986, the total number of acres burned increased by more than 50 percent in 2013..",-1
"That's 17 times the reduction seen in Germany, where emissions have fallen by 40 million tons since 2005..",270
"Between 1990 and 2023, annual emissions of SO2 from power plants fell by 96% and annual emissions of NOX from power plants fell by 90%..",261
"On the other hand, some conservatives tend to oppose free-market trade policies and support protectionism instead.",-1
"In short, we are not only more n ngonsin, but we mr also better n ngonsin.. 2012: 6 companies controlled 90% of the media consumed by Americans.",-1
"Energy is usually harvested onsite through energy producing technologies like solar and wind, while reducing the overall use of energy with highly efficient lightning and heating, ventilation and air conditioning (HVAC) technologies.",-1
"Through implementation of land and resource management plans, the agency ensures sustainable ecosystems by restoring and maintaining species diversity and ecological productivity that helps provide recreation, water, timber, minerals, fish, wildlife, wilderness, and aesthetic values for current and future generations of people.",44
"The Intergovernmental Panel on Climate Change said the likelihood was 90 percent to 99 percent that emissions of heat-trapping greenhouse gases like carbon dioxide, spewed from tailpipes and smokestacks, were the dominant cause of the observed warming of the last 50 years.",-1
"The 1970 Study of Critical Environmental Problems reported the possibility of warming from increased carbon dioxide, but no concerns about cooling, setting a lower bound on the beginning of interest in ""global cooling"".",-1
Everybody knows that the Pacific island of Tuvalu is sinking. ...,297
Water utilities spend more than $109 billion each year to provide safe drinking water and wastewater services in the communities they serve.,-1
"And while ""Glaciergate"" was an embarrassing screw-up by the IPCC, it didn't change the fact that glaciers are melting worldwide, causing sea level rise that is already affecting coastal communities."".",-1
